quadrant,track_name,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
"e<=0.5, v<0.5",Don't Let Me Down (Instrumental),18RRTF9SbEOM9h3aoMKeNc,Acoustic,0.994,0.702,180419,0.047,0.970,11,0.091,-22.900,1,0.068,132.039,0.132
"e<=0.5, v<0.5",Wrecking Ball,602bRvSIzuRyPUllVvhwUA,Acoustic,0.993,0.401,260576,0.065,0.917,9,0.103,-22.219,1,0.048,199.585,0.157
"e<=0.5, v<0.5",Angi,2wxpgRChMOPsE9lebeEzMj,Acoustic,0.961,0.475,147067,0.070,0.891,0,0.130,-22.699,0,0.047,153.597,0.497
"e<=0.5, v<0.5",Skinny Love (Instrumental),4qJYasnpFJQSIQl555fs7p,Acoustic,0.983,0.717,239940,0.077,0.933,11,0.141,-12.299,1,0.065,132.076,0.107
"e<=0.5, v<0.5",All of Me,6p711pj5pLIa6mVJrk2PAx,Acoustic,0.968,0.603,234543,0.095,0.927,5,0.114,-19.221,1,0.037,71.972,0.073
"e<=0.5, v<0.5",Wolf Whistle (feat. Dave Alley & Dave Khan),35BrErF6VAIne3YqPfyvDh,Acoustic,0.895,0.746,243960,0.126,0.427,7,0.095,-13.982,1,0.049,106.825,0.448
"e<=0.5, v<0.5",La Mer Peu Profonde,0qlwfXNM5YTxYzLMtZuTym,Acoustic,0.833,0.543,60387,0.148,0.881,5,0.110,-17.457,1,0.069,134.084,0.421
"e<=0.5, v<0.5",Across the Universe,5JeB0aWdpAZr5fR2cgHc5w,Acoustic,0.949,0.747,239960,0.167,0.824,1,0.108,-16.378,1,0.066,77.926,0.107
"e<=0.5, v<0.5",Young & Beautiful (Instrumental Version),1ZqYhYRDzSuuIypKZXaFZT,Acoustic,0.987,0.497,223478,0.174,0.917,11,0.147,-14.468,0,0.033,115.485,0.128
"e<=0.5, v<0.5",Blackbird (Arr. for Classical Guitar),3AvE9LrlIkqtH32RKm5DwE,Acoustic,0.952,0.272,133659,0.180,0.912,7,0.115,-17.314,1,0.037,101.115,0.289
"e<=0.5, v<0.5",Lay Me Down,64GRDrL1efgXclrhVCeuA0,Pop,0.919,0.468,219536,0.190,0.000,4,0.107,-11.138,1,0.037,125.319,0.326
"e<=0.5, v<0.5",When I Was Your Man (Instrumental Version),3zk7fxSrDMzWGtp5Mh7k2J,Acoustic,0.846,0.569,210860,0.211,0.891,7,0.107,-13.589,1,0.032,147.865,0.175
"e<=0.5, v<0.5",A Thousand Years,0E0xI4AgMNU7UkwBt3FCVN,Acoustic,0.989,0.230,275973,0.217,0.892,10,0.084,-13.464,1,0.039,157.084,0.156
"e<=0.5, v<0.5",Hotline Bling (Piano Arrangement),7hrWRhCCAE7kBfVBkXLEdT,Acoustic,0.980,0.425,232229,0.226,0.915,5,0.096,-16.979,1,0.041,125.398,0.066
"e<=0.5, v<0.5",All Of Me Violin Cover,2vcvckOg239y6j18Ei3JV0,Acoustic,0.904,0.491,281428,0.239,0.000,8,0.082,-13.648,1,0.035,125.865,0.198
"e<=0.5, v<0.5",Chasing Cars,4rY9mVRJWkb1zi7poObces,Acoustic,0.989,0.526,272363,0.246,0.901,9,0.097,-23.915,1,0.044,99.977,0.191
"e<=0.5, v<0.5",Black Hole Sun,7Ap7h823EAc1GBj6JKHBEK,Acoustic,0.985,0.759,148760,0.253,0.887,5,0.112,-15.709,0,0.051,98.984,0.266
"e<=0.5, v<0.5",Little Talks (Instrumental Version),6BkxPaEx2a10JGV4364hCh,Acoustic,0.921,0.705,217417,0.258,0.943,1,0.127,-11.161,1,0.036,101.967,0.239
"e<=0.5, v<0.5",Hey Jude,220cgqZrOmpWb4QGLrwmTR,Acoustic,0.904,0.252,207347,0.262,0.934,5,0.090,-14.570,1,0.036,182.482,0.499
"e<=0.5, v<0.5",In My Life,1Aod0worDm2ctoIbiLMmLp,Acoustic,0.609,0.427,245227,0.266,0.438,9,0.098,-12.726,1,0.030,79.777,0.141
"e<=0.5, v<0.5","i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,Pop,0.687,0.492,251034,0.275,0.000,6,0.101,-13.400,0,0.300,92.600,0.180
"e<=0.5, v<0.5",Californication - Acoustic Guitar Cover,31KYw8j2NCgeDaTWrlTm0D,Acoustic,0.927,0.642,206234,0.281,0.870,9,0.095,-12.216,0,0.057,171.883,0.275
"e<=0.5, v<0.5",Apologize an Acoustic Tribute to One Republic,0fP8S6WD9NBX3KzGJpLfkC,Acoustic,0.922,0.478,170630,0.296,0.854,9,0.112,-14.341,0,0.051,135.318,0.253
"e<=0.5, v<0.5",Crazy in Love,6fh2YS29IrmW1yCHMlTDTM,Acoustic,0.937,0.233,232160,0.300,0.896,2,0.105,-15.242,0,0.035,170.816,0.034
"e<=0.5, v<0.5",Use Somebody,6Ku0bY5NhoSq9kU1fYz8BH,Acoustic,0.887,0.750,232548,0.310,0.907,5,0.128,-12.534,1,0.066,133.921,0.218
"e<=0.5, v<0.5",The A Team (Angels To Fly) (Instrumental),5EufMaUYHnFgnNE3C2wLd0,Acoustic,0.986,0.554,291424,0.312,0.927,8,0.112,-16.227,1,0.048,78.998,0.169
"e<=0.5, v<0.5",Neanderthal,6dLkbgtwhk5vzSLhbRlW8A,Acoustic,0.870,0.237,268040,0.317,0.939,6,0.110,-15.322,1,0.039,111.312,0.204
"e<=0.5, v<0.5",Viva la Vida,0EF2bRraxKDVqEDSg7OKYJ,Acoustic,0.959,0.657,244020,0.323,0.776,5,0.110,-17.188,0,0.045,137.000,0.301
"e<=0.5, v<0.5",SUU WHOOP,1pWeQDyW5ieMmfjr8HP5TU,Rap,0.033,0.799,185200,0.325,0.000,2,0.114,-9.910,1,0.506,157.966,0.233
"e<=0.5, v<0.5",The Long and Winding Road,41XWMcA73Z3snk9XpzeskX,Acoustic,0.253,0.486,229027,0.359,0.413,4,0.166,-11.556,1,0.034,134.214,0.241
"e<=0.5, v<0.5",You Found Me (made famous by The Fray ),0IPl0wpJXJTBFKgYnNxEFT,Acoustic,0.908,0.181,241974,0.383,0.929,8,0.125,-10.335,0,0.033,75.994,0.241
"e<=0.5, v<0.5",Break Up in the End,7uVkYr8gxcPEgqohvynpdN,Country,0.456,0.510,199436,0.386,0.000,1,0.252,-8.391,1,0.031,86.360,0.266
"e<=0.5, v<0.5",Wake Me Up (Instrumental),6JIViGhL0pnDwDNlWqUmyz,Acoustic,0.983,0.256,260551,0.395,0.872,8,0.174,-12.036,1,0.054,178.171,0.151
"e<=0.5, v<0.5",Love Story (made famous by Taylor Swift ),1URUMa7E9Rzd96i7Z9rFRd,Acoustic,0.857,0.480,234500,0.396,0.901,2,0.114,-8.567,1,0.032,119.950,0.124
"e<=0.5, v<0.5",Tucana - Instrumental,31W8L9o3Tr4c2QdIwQ98Wz,Acoustic,0.656,0.648,156360,0.399,0.798,4,0.090,-13.197,1,0.042,84.064,0.151
"e<=0.5, v<0.5",Whole Lotta Lovin',01gNiOqg8u7vT90uVgOVmz,EDM,0.154,0.438,299160,0.399,0.000,4,0.065,-8.752,0,0.062,160.159,0.405
"e<=0.5, v<0.5",Delicate,7CneiDesUKFJO3Ix01dnfr,Pop,0.216,0.750,232253,0.404,0.000,9,0.091,-10.178,0,0.068,95.045,0.050
"e<=0.5, v<0.5",Delicate,6NFyWDv5CjfwuzoCkw47Xf,Country,0.216,0.750,232253,0.404,0.000,9,0.091,-10.178,0,0.068,95.045,0.050
"e<=0.5, v<0.5",Marry Me,0OWZFobGSIW9GrSlQ9C5pc,Country,0.113,0.588,205453,0.408,0.000,3,0.130,-8.662,1,0.024,85.008,0.484
"e<=0.5, v<0.5",Chandelier (Instrumental Version),1HVLmKLkPyFbfO4IyLksG7,Acoustic,0.959,0.375,213109,0.414,0.898,1,0.102,-7.260,1,0.048,84.793,0.376
"e<=0.5, v<0.5",Little Lion Man (Instrumental Version),3UUmzrGEeNZoffRWu7gKrJ,Acoustic,0.501,0.532,211952,0.415,0.922,5,0.105,-14.672,1,0.030,141.827,0.266
"e<=0.5, v<0.5",You've Got To Hide Your Love Away,5p1p8YYZXlMJAaYEQE2ZZx,Acoustic,0.450,0.294,310867,0.416,0.439,7,0.115,-8.243,1,0.027,76.472,0.206
"e<=0.5, v<0.5",Skyfall,31J06ok5AORJFFF3xDVste,Acoustic,0.522,0.531,205411,0.424,0.891,0,0.158,-4.393,0,0.030,76.072,0.092
"e<=0.5, v<0.5",Issues,1sXUWdKx03aP9Gmzft58rt,Pop,0.368,0.683,176347,0.427,0.000,8,0.060,-6.827,1,0.078,113.634,0.426
"e<=0.5, v<0.5",Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,Rap,0.149,0.880,172800,0.428,0.000,9,0.114,-8.280,1,0.206,100.007,0.333
"e<=0.5, v<0.5",Prayer in C - Acoustic Guitar Version,0ATgOdkIvNNgpTnZJQp4Ck,Acoustic,0.128,0.886,203522,0.430,0.879,0,0.060,-12.156,1,0.118,122.999,0.378
"e<=0.5, v<0.5",I'm Yours,17ByZJPIM4RoKxeWbKtltD,Acoustic,0.498,0.557,249130,0.441,0.797,11,0.141,-8.270,1,0.039,154.115,0.370
